"Gene","c1.lymph","c1.wbc","c1.crp","c1.ulccol","c1.crohns","c1.MS","c1.RA","c1.SLE","c1.T1D","c1.AD","c1.PD","c1.ALS","c1.epilepsy","c1.stroke","c2.lymph","c2.wbc","c2.crp","c2.ulccol","c2.crohns","c2.MS","c2.RA","c2.SLE","c2.T1D","c2.AD","c2.PD","c2.ALS","c2.epilepsy","c2.stroke","c3.lymph","c3.wbc","c3.crp","c3.ulccol","c3.crohns","c3.MS","c3.RA","c3.SLE","c3.T1D","c3.AD","c3.PD","c3.ALS","c3.epilepsy","c3.stroke","c4.lymph","c4.wbc","c4.crp","c4.ulccol","c4.crohns","c4.MS","c4.RA","c4.SLE","c4.T1D","c4.AD","c4.PD","c4.ALS","c4.epilepsy","c4.stroke"
"BRD7",NA,NA,NA,NA,-3.2004583756592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39664051592198,NA,NA,NA,NA,NA,3.22880125139036,NA,NA,NA,2.57375350205725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTAF1",NA,NA,NA,NA,2.21312578883529,NA,NA,NA,NA,NA,NA,NA,2.24291878634976,NA,NA,NA,2.53137134763281,NA,NA,NA,NA,2.74958780359755,NA,NA,NA,2.97629083035335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15547247491803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C11orf48",NA,NA,NA,NA,-2.46107289250717,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54056987285824,2.45684239573949,NA,NA,2.18062914854497,-2.79984804183165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21072770096739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C11orf73",NA,NA,NA,NA,-2.18478356350466,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84053505178092,2.42164148054944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74479200134962,2.51277840866969,NA,NA,2.06678060429745,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43269578464692,2.95677595000839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C12orf5",NA,NA,NA,NA,-2.33242838661773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18971841067471,NA,NA,NA,NA,NA,2.29822487659761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19903051363677,NA,NA,NA,NA,NA,NA,2.13447334151868,NA,NA,NA,NA,NA
"C14orf166",NA,NA,NA,NA,-2.15855971437003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22440913021127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.74458649319831,NA,NA,NA,-2.37152189529834,NA,NA,NA,NA,NA,2.12230994829323,NA,NA,NA,NA,NA,NA,2.06469651478557,NA,NA,NA,NA,NA
"C14orf178",NA,NA,NA,NA,-2.35326856150393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59824103343133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C16orf54",NA,NA,NA,NA,3.11131463192831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28294365930127,2.94675303785383,2.82845465021266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.41601770062819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C16orf87",NA,NA,NA,NA,-2.76232833355125,NA,NA,NA,NA,2.42162183340074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26592174878396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17889732616385,NA,NA,NA
"C1orf229",NA,NA,NA,NA,-2.73359957230299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09981879615256,NA,NA,NA,-2.09091062508632,NA,NA,NA,NA,NA,NA,NA,NA,2.3586069683003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.41855535658816,NA,-2.27287502717841,NA,NA,NA,NA,2.05853003666317,NA
"C2CD2",NA,NA,NA,NA,-2.54462200805589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75257569372096,NA,NA,NA,NA,NA,2.19941323923996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36433038457798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3orf83",NA,NA,NA,NA,-2.08185098539123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.49348231900154,NA,NA,NA,2.12566956626208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86341158850757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C8orf44",NA,NA,NA,NA,-3.89861407805025,NA,NA,NA,NA,NA,NA,2.34408067458652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.38558350847622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C8orf44_SGK3",NA,NA,NA,NA,-2.09846329085381,NA,NA,NA,NA,NA,NA,NA,2.08722539895384,NA,NA,NA,NA,-2.14857241894563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18094536872001,-2.14403643720372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C9orf139",NA,NA,NA,NA,-2.06595944544083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67386970618228,NA,NA,NA,NA,NA,2.45874923700941,NA,NA,NA,3.26648721320419,NA,NA,NA,NA,-2.05832092650219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C9orf91",NA,NA,NA,NA,-2.09114056764641,NA,NA,NA,2.08473636941755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62730419835817,NA,NA,NA,NA,NA,NA,2.77009973796846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32330580089904,NA,NA,NA,NA,NA
"CALR",NA,NA,NA,NA,-3.24031849440293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13002108877597,NA,NA,NA,NA,2.10464217134469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70963962082302,NA,NA,NA,NA,NA
"CAPRIN2",NA,NA,NA,NA,-2.14633216894123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31544226067245,NA,NA,-2.21800687187662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57609045025819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARF",NA,NA,NA,NA,-2.14502287201606,NA,-2.24586764016073,NA,NA,2.08073197197838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29961018450493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASP4",NA,NA,NA,NA,-3.41329152934207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45743981190517,NA,NA,NA,2.20162033984992,2.1697660130126,NA,NA,NA,NA,NA,NA,2.72944751682538,NA,NA,NA,NA,NA
"CASP8AP2",NA,NA,NA,NA,2.29297061100515,NA,NA,NA,NA,NA,-2.53995983461597,NA,NA,NA,NA,2.10474178500197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23153619640132,NA,NA
"CAT",NA,NA,NA,NA,-2.20816907944131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.08006973708436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CATSPER2",NA,NA,NA,NA,-2.32546967846245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80990819613826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC50",NA,NA,NA,NA,-3.47220933001661,NA,NA,NA,NA,NA,2.19010620947775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09390547153407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC53",NA,NA,NA,NA,-2.12451873926425,NA,NA,NA,NA,NA,NA,NA,NA,-2.20820949183338,2.24691992200293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70931845169021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20322763664177,NA,NA,NA,NA,NA
"CD3G",NA,NA,NA,NA,-2.29445971021481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16406873089278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CDON",NA,NA,NA,NA,-2.88130798168264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.09950947236064,NA,NA,NA,NA,NA,3.43490639588251,NA,2.0863685682617,NA,-2.06116499807152,NA,-3.0181515760151,NA,NA,NA,NA,NA,NA,NA,NA,2.47180520986376,2.26564153992788,2.0761199117614,NA,NA,NA,NA,NA,2.3810577783323,NA,NA,NA,NA,NA
"CEACAM22P",NA,NA,NA,NA,-2.70148446285298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15830816098646,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2765839827855,NA,NA,2.29687797632308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1393428670082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEACAM8",NA,NA,NA,NA,-2.74616479295367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17023411130133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43530189076921,NA,NA
"CEPT1",NA,NA,NA,NA,2.19711696008783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26499142507073,2.67949067089313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CFDP1",NA,NA,NA,NA,-2.61351458263781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21822809370701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHMP2A",NA,NA,NA,NA,-2.27567147630601,NA,NA,NA,NA,NA,NA,NA,2.32462703986531,-2.35542234484606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHMP4A",NA,NA,NA,NA,-2.93107877633117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16868368282597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.20763598267902,NA,NA,NA,NA,NA,2.31119383070893,NA,NA,2.40311533786153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CIRBP",NA,NA,NA,NA,-2.73726941323412,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58022652917516,2.06220123201898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74783183977118,NA,NA,NA,NA,NA,NA,2.26879192766233,NA,NA,NA,NA,NA
"CLEC7A",NA,NA,NA,NA,-3.17729295245059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06360596993491,NA,NA,NA,NA,NA,2.22843330010411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COPS3",NA,NA,NA,NA,-3.14828549088419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34331515274828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23895100897033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COPS4",NA,NA,NA,NA,-3.03422879685257,NA,NA,NA,NA,NA,-2.25269495804693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46176838522422,NA,2.13224818161923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COPS8",NA,NA,NA,NA,-2.48661806741163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5891411009399,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36372595684284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25276999961663,2.35563818121368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COX5A",NA,NA,NA,NA,-2.7987173038751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.28350950790246,NA,NA,NA,NA,2.8511249905886,NA,NA,NA,NA,2.69420353607795,3.05778398373999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPSF7",NA,NA,NA,NA,-2.26379896519926,NA,-2.10026894411679,NA,NA,NA,NA,NA,2.16624746019762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36630766890539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRIPT",NA,NA,NA,NA,-2.21526251448516,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18079571765245,NA,NA,NA,NA,-2.13758857965916,NA,NA,NA,NA,NA,NA,NA,NA,2.60271212454347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROCCP3",NA,NA,NA,NA,-2.97602300883513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61256770119102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16839414362016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSNK2B",NA,NA,NA,NA,-2.79973702600346,NA,NA,NA,NA,NA,NA,2.48705421889728,NA,NA,2.51176253768266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSTF3",NA,NA,NA,NA,-2.19770299265565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22859346044225,NA,NA,NA,NA,NA,NA,NA,2.23939475752137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82461675741929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CWF19L2",NA,NA,NA,NA,-2.0668624150466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.53298995812485,2.18673731137587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYP2W1",NA,NA,NA,NA,-2.40996689850284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39620766378255,NA,NA,NA,NA,NA,NA,NA,NA,-3.16892303978654,NA,NA,NA,2.19504216589839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYTH2",NA,NA,NA,NA,-2.19762163160936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17271086945472,NA,NA,NA,NA,NA,2.48502042722933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DCAF16",NA,NA,NA,NA,-2.25967897717581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70763873918392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54198745155818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DCK",NA,NA,NA,NA,2.69090525149601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74910370811491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEGS1",NA,NA,NA,NA,-2.95708998735735,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28669208767911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90356790430659,NA,NA,2.63496386444473,2.84993270544879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DFFA",NA,NA,NA,NA,-2.12345807441749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39456763794762,NA,NA,NA,NA,NA,2.14476531519366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11117792613404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DGKB",NA,NA,NA,NA,-2.38098067338898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12481360152577,NA,NA,NA,NA,NA,2.68725169230676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34591610877994,NA,NA,NA,NA
"DGKD",NA,NA,NA,NA,-2.05963672673328,NA,NA,NA,NA,NA,NA,NA,3.51926629229776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DGUOK",NA,NA,NA,NA,-2.77153182428125,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12177508107275,NA,NA,NA,NA,-2.64232960317114,NA,NA,2.38454787637574,NA,NA,NA,NA,NA,3.75837909075899,2.40307572312397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13118064175431,2.38303274062951,NA,NA,NA,NA,2.17351434005522,NA,NA,NA,NA,NA,NA,NA
"DHX40",NA,NA,NA,NA,2.20619263048856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2538139506736,NA,NA,NA,2.06115019855518,-2.95024305121506,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7486117552782,2.44267017658553,NA,NA,NA,NA,NA,2.99562895780436,NA,NA,NA,NA,NA
"DISC1",NA,NA,NA,NA,-2.44799359433079,NA,NA,NA,NA,NA,NA,NA,2.15221837277512,NA,NA,2.13444304690723,NA,NA,NA,NA,NA,NA,2.47418024838918,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30349187805496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DLX6_AS1",NA,NA,NA,NA,-2.35333819709032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17996525525334,NA,3.54769547740938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DMC1",NA,NA,NA,NA,-2.39946484263512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62845695093888,NA,NA,NA,NA,NA,2.87095843649031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22671581537539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DNAJB11",NA,NA,NA,NA,-3.77340435636618,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15968729361846,2.4265519273989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DNAJC13",NA,NA,NA,NA,-2.91891393992987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06611729884364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DNAJC7",NA,NA,NA,NA,-2.12079999161153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.13680741003915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DNAJC9",NA,NA,NA,NA,2.88096891105499,NA,NA,NA,NA,NA,NA,NA,2.23890931477102,NA,2.97215342542674,2.05569287008723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.259965553689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DNAJC9_AS1",NA,NA,NA,NA,-2.11696439676552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31216763221713,NA,-2.29367513024498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DPH3",NA,NA,NA,NA,-2.50121144661347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17881648450435,NA,NA,NA,NA,NA,NA,2.0870992128961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DPM1",NA,NA,NA,NA,2.2846375494452,NA,NA,NA,NA,NA,NA,NA,2.82355177268043,-2.49153686665765,2.72677334203694,NA,NA,NA,NA,-2.9487678510509,NA,NA,NA,NA,NA,NA,NA,NA,3.96442131752691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34735209367127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DPP4",NA,NA,NA,NA,2.09940407993614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65628441173071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUSP16",NA,NA,NA,NA,-2.28919524516478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32895733196598,NA,NA,NA,-2.56414633910764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06736281725018,NA,NA,NA,NA,-2.36504644626659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUSP19",NA,NA,NA,NA,-2.11737169382472,NA,NA,NA,NA,NA,NA,2.23121835562824,NA,NA,NA,NA,NA,NA,NA,NA,2.55888648919004,NA,2.52886614253253,NA,NA,NA,NA,NA,2.44229085871944,2.51758274434469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
