"Gene","c1.lymph","c1.wbc","c1.crp","c1.ulccol","c1.crohns","c1.MS","c1.RA","c1.SLE","c1.T1D","c1.AD","c1.PD","c1.ALS","c1.epilepsy","c1.stroke","c2.lymph","c2.wbc","c2.crp","c2.ulccol","c2.crohns","c2.MS","c2.RA","c2.SLE","c2.T1D","c2.AD","c2.PD","c2.ALS","c2.epilepsy","c2.stroke","c3.lymph","c3.wbc","c3.crp","c3.ulccol","c3.crohns","c3.MS","c3.RA","c3.SLE","c3.T1D","c3.AD","c3.PD","c3.ALS","c3.epilepsy","c3.stroke","c4.lymph","c4.wbc","c4.crp","c4.ulccol","c4.crohns","c4.MS","c4.RA","c4.SLE","c4.T1D","c4.AD","c4.PD","c4.ALS","c4.epilepsy","c4.stroke"
"ACBD6",2.37858687838112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1999891718229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35650600118683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACP1",2.09818674574648,2.06104153532777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39778124864803,NA,2.75146851208458,2.24793764474678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38413596117589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACYP1",2.64913944332992,2.14357727481093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51625172058565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85790690716706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19676161676695,NA,NA
"ADCY6",2.13199707231674,3.78360679003107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19476627192736,-2.21765664130623,2.52030171741273,2.35661657282663,NA,NA,2.35491974024947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AKAP17A",2.10925398557853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21431590005847,2.79802516717199,NA,NA,NA,NA,NA,NA,2.273447660796,NA,NA,NA,NA,NA,2.46365621809297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAS1",2.57035326804093,NA,NA,NA,NA,NA,NA,NA,2.16881561406005,NA,NA,NA,NA,NA,NA,2.45978277243475,NA,NA,NA,NA,NA,NA,NA,2.09612215366621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50652801926198,NA,NA,-3.0995740908045,NA,NA,NA,NA,2.13685447343709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANAPC11",2.22293007831811,NA,2.40131131472985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84143737460976,2.59418978135038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54768617708485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19334408638086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANXA7",2.14569687774418,2.68456343091574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99834742900102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13073421141659,2.30293419856965,NA,NA,3.19548518836895,-3.3195278242503,NA,NA,NA,NA,NA,NA,NA,NA,2.64961324945048,3.53348063474474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARHGEF6",2.20767767270702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17634260587603,2.76865292487876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08542122919452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88637695371764,NA,NA,NA,NA,NA,NA,NA
"ARID5A",2.06692163498892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88228466749741,NA,NA,NA,NA,-2.38436039601726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16291818482712,NA,NA,NA,NA,NA,NA,NA,NA
"ARPC2",2.58370403988213,2.40831243753804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20370960217859,NA,2.14763644479488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71803063659181,2.35447669453985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARSD",3.22435089953236,3.47392507633795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35815772404956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.37411219813093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATF6",2.42546509710717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35192769328413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97672123786531,NA,NA,NA,NA,NA,NA,2.81408544502485,NA,NA,NA,-2.77199341412747,NA,NA,NA,NA,NA,NA,NA,NA
"ATP5C1",2.36671590847103,2.46036530195842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37558686201438,NA,NA,NA,NA,NA,NA,NA,3.04208952030985,NA,NA,NA,NA,NA,NA,3.14070848047049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP5O",2.43884093498693,2.28297061749926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33953003225242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12372793255497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52302170987913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP6V1E1",2.75321513633523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56835589044433,2.94176118494775,NA,NA,NA,-2.19787308725594,NA,NA,NA,NA,NA,NA,NA,NA,3.73512301598929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47813196156657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATXN1",2.65544662598392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19440397151516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02515628685281,2.13496741429874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56092521095677,NA,NA,NA,NA,NA
"BEX4",2.38675177192264,2.13886267660019,NA,NA,3.18435773295329,-2.3095009021865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36344722752309,NA,NA,NA,NA,NA,NA,-2.11008226817864,NA,NA,NA,NA,NA,NA
"BRD4",-2.27835833680316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19812905433534,NA,NA,NA,NA,NA,2.14998311109343,NA,NA,NA,NA,NA,2.90233372210896,2.22292466500752,NA,NA,NA,-2.223843291898,NA,NA,2.06676503282663,NA,NA,NA,NA,NA
"BRD8",3.1335354005649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36519291998969,NA,NA,NA,2.137443362846,-3.42731479290374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39772924137448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BSN_AS2",2.22376217996814,NA,NA,NA,NA,-2.19870501493848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70162555926156,NA,NA,NA,NA,NA
"BTG2",3.38261069450205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99336874205638,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13238500804429,NA,NA,NA,NA,NA
"BUD31",-2.13967935003442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04169954265663,2.13963242681324,NA,NA,2.07643064555335,-2.08752531255413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80033597287713,NA,2.60599405686271,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1orf63",2.55374811937584,NA,2.14797754587829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39022419196319,NA,NA,NA,NA,NA,2.3155513919918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81882964845445,3.01868140433032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C6orf106",3.10653480403961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14739763092621,2.85374694856552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5898681013462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CALM3",2.66203525566226,NA,NA,NA,NA,NA,NA,NA,2.0974634363742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25678498276362,NA,2.73145137523438,-2.06648346581564,NA,NA,NA,NA,3.168982567684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAPZA2",2.06045643404822,2.65537183327479,NA,NA,NA,-2.43267899600266,NA,NA,NA,NA,NA,NA,NA,-2.09901465592,NA,NA,NA,NA,NA,-2.55699675610129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30592679896354,NA,NA,NA,NA,NA,NA,NA
"CCDC172",2.21334659854743,2.23707510980296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46142725398025,NA,NA,NA,NA,-2.0650955908823,NA,NA,NA,NA,NA,NA,NA,NA,2.54838545196347,2.06543403332348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64640059644544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC58",2.73202969119436,2.59118476575774,NA,NA,NA,NA,NA,NA,NA,NA,-2.06019360186767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35630953266919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CDC16",2.2244515915723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62293134086393,NA,NA,NA,NA,NA,NA,NA,NA,2.5703665602542,NA,NA,NA,-2.51744720173966,NA,NA,NA,NA,NA,NA,NA,NA
"CEP164",2.35255734602536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26839832743145,NA,NA,NA,-2.83118962605199,NA,2.15940374548634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35694199244648,NA,2.34774781754416,NA,NA,NA,NA,NA
"CGRRF1",2.1482057929194,3.09882042646178,NA,NA,NA,-2.22259395750252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.916283599711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHCHD1",2.75350580555801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53329752433365,2.59659891940829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08819381971307,NA,NA
"CHCHD7",2.218058377584,2.81691866377022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.49551296096635,2.23914735555614,NA,NA,NA,NA,-3.83887977236702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25513714331411,2.23807574924095,2.46829949970879,NA,NA,NA,NA,NA,NA,2.09336163355084,NA,NA,NA,NA,NA
"CLDND1",2.49588424845778,2.3344755993896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20613071134517,3.63336303661561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93704940181766,2.57448232404659,NA,NA,NA,-2.44653007422664,NA,NA,NA,NA,NA,NA,NA,NA,5.009435915193,3.13352006129519,NA,NA,2.33068049254095,-2.08320898539748,NA,NA,NA,NA,NA,NA,NA,NA
"COMMD10",3.16971877811189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19802951814512,2.25641559116911,NA,NA,NA,-2.36829016630721,NA,NA,NA,NA,NA,NA,NA,NA,3.27937317860253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09781052805923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPSF2",2.25005946266626,2.6269769855705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97000303767892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUTC",3.51617410565873,2.52175459455232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09066894720368,NA,NA,NA,-2.31125260159315,NA,NA,NA,NA,NA,NA,NA,NA
"CWC22",-3.58455211944463,NA,NA,NA,NA,2.05797412985985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6814075432265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82937656676064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CXorf56",2.28087655518935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31934167234415,2.16079602579714,NA,NA,NA,NA,NA,NA,2.99830321968188,NA,NA,NA,NA,NA,2.59231634480671,2.12977585054034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32691828895133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYP1A2",-2.14397444593001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.09734956359649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02775148911972,2.21919984409295,NA,NA,NA,-2.49796197267165,NA,NA,NA,NA,NA,NA,NA,NA
"DCUN1D2",2.25905470829658,2.16507065876987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24868050803071,NA,NA,NA,NA,NA,NA,2.17766961351081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DDOST",2.26412125201037,2.24862122647807,NA,2.67453519222068,NA,NA,NA,NA,NA,NA,NA,NA,2.24873839079987,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19884351198529,NA,NA,NA,NA,NA,2.68472766649537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67993527611492,NA,NA
"DDX19A",2.48160501883898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21516147501849,NA,2.12991969449802,2.16269510334604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47340751435805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEDD2",2.33362369015492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55494599631576,2.90713856483613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DHX15",2.16760552810717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14074946435637,2.21096290711136,NA,NA,NA,-2.31285085381214,NA,NA,NA,NA,NA,NA,NA,NA,2.24578970611326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DNAJA1",2.19557602057244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56362293166272,2.85228657535992,NA,NA,NA,-2.3367388832467,NA,NA,NA,NA,NA,NA,NA,NA,2.95234889487791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17435405231563,2.09602604863987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DNPEP",2.30860549511427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15256508733409,NA,NA,2.68327879868796,NA,NA,NA,-2.33588052972998,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46782164347529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DPM3",2.62130951492607,2.34287959771304,2.06561622450861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0170935020381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUSP11",2.12542454724336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19671079874444,NA,2.81470091046816,NA,NA,NA,NA,NA,2.71924826020069,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92859155574717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DYNLT1",2.94491300236347,3.06315641228593,2.06784839217184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84909851149675,2.52439363148377,NA,NA,NA,-2.6040302021801,NA,NA,NA,NA,NA,NA,NA,NA,2.29221167335851,NA,NA,NA,NA,-2.34075171827228,NA,NA,NA,NA,NA,NA,NA,NA,2.26281329030926,3.57705366644432,NA,NA,NA,-2.61192249221189,NA,NA,NA,NA,NA,NA,NA,NA
"EGFEM1P",2.39688863802455,NA,2.25401105369321,NA,NA,NA,NA,NA,NA,NA,-2.28904344317624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29713935809183,NA,NA,NA,NA,NA,NA,NA,-2.25775669117781,NA,NA,NA,NA,NA,-2.22147514018765,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33565324194634,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELOVL5",2.54163807502634,2.2299254265137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12761165807401,NA,2.72772253930957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56892317976085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14955147244583,NA,NA,NA,NA,NA,NA
"EMC4",2.06906049470478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30241021129018,NA,NA,NA,NA,NA,NA,NA,2.34463603305459,NA,NA,NA,NA,NA,NA,2.88980027518406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.63230113323017,NA,NA,NA,NA,NA,NA,NA,NA
"EMC7",2.10752304319034,2.25739125142821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12987108370326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EMP2",2.16722978867657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81568092977675,NA,NA,NA,NA,NA,2.58234076303035,2.43177613371057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESRG",-2.37196036012966,-2.59393650926502,NA,2.07732208518213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.24435085259514,NA,NA,NA,NA,-2.06116720709686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM60A",2.19506530399133,2.17058499240489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45598511215017,NA,NA,NA,-2.25344840071596,NA,NA,2.28858949184512,NA,NA,NA,NA,NA,NA,3.81868441785292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM83B",2.45789959550321,NA,2.79964317358809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72965176705175,NA,NA,NA,2.07744276855442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM92A1P2",2.24150983635867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55867960114083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17443475843871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIS1",2.66727838548914,2.34212681685774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34167325495395,NA,NA,NA,NA,NA,NA,2.25434763302364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23576296614555,NA,NA
"FUNDC2",2.15961596248122,2.75680535275673,2.19067640374967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89367340365231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16783205842004,2.44914432205708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOSR1",2.11074522477059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33306724675855,2.50718203462727,NA,NA,NA,-2.26153045260317,NA,NA,2.49606822298149,NA,NA,NA,NA,NA,2.19884502909114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11577911726364,NA,NA,NA,-2.13098976810076,NA,-2.13812644964853,NA,NA,NA,NA,NA,NA
"GSR",2.12786766290641,2.19017087881983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34138768796579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.06862133100553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02525622159189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GTF2B",2.69947896343379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07338043215464,2.11791106750123,NA,NA,NA,-2.30970474369486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GUSB",3.018865122113,2.37571196371487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72843058398668,NA
"H2AFZ",2.28702676703141,2.12666653365166,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37248320954184,NA,-2.66849675545616,3.38858021627984,NA,NA,NA,NA,-2.15981897064952,NA,NA,NA,NA,NA,NA,NA,NA,3.7885512659299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40615589790028,2.78398885132693,NA,NA,NA,-2.42993834987715,NA,NA,NA,NA,NA,NA,NA,NA
